inventory_id,snapshot_date,warehouse_id,warehouse_city,region,product_id,batch_id,manufacture_date,expiry_date,opening_stock_units,received_units,sold_units,damaged_units,closing_stock_units,reorder_level_units,stockout_days,near_expiry_units_90d,inventory_value_inr
I001243,2024-06-30,W05,Indore,Central,P019,P019-06-W05,2023-10-01,2025-10-01,1209,607,1816,0,0,667,3,0,0
I001244,2024-06-30,W05,Indore,Central,P020,P020-06-W05,2024-01-01,2025-07-01,1893,631,1353,9,1162,781,0,0,65397.36
I001245,2024-06-30,W05,Indore,Central,P021,P021-06-W05,2023-07-01,2025-07-01,1879,1371,1421,8,1821,524,0,0,132423.12
I001246,2024-06-30,W05,Indore,Central,P022,P022-06-W05,2023-07-01,2025-01-01,1691,925,1687,13,916,971,0,0,71228.16
I001247,2024-06-30,W05,Indore,Central,P023,P023-06-W05,2023-04-01,2025-10-01,2256,1307,1036,15,2512,749,0,0,234972.48
I001248,2024-06-30,W05,Indore,Central,P024,P024-06-W05,2023-04-01,2025-04-01,2111,836,1893,6,1048,989,0,0,226954.88
I001249,2024-06-30,W05,Indore,Central,P025,P025-06-W05,2024-01-01,2025-07-01,2424,44,1594,5,869,557,0,0,13434.74
I001250,2024-06-30,W05,Indore,Central,P026,P026-06-W05,2024-01-01,2025-07-01,644,1296,903,5,1032,850,0,0,26398.56
I001251,2024-06-30,W05,Indore,Central,P027,P027-06-W05,2023-04-01,2024-10-01,1361,1284,1202,14,1429,585,0,0,49143.31
I001252,2024-06-30,W05,Indore,Central,P028,P028-06-W05,2023-04-01,2025-10-01,1913,613,1917,5,604,663,0,0,26914.24
I001253,2024-06-30,W05,Indore,Central,P029,P029-06-W05,2023-07-01,2026-07-01,1536,337,1245,6,622,505,0,0,40087.9
I001254,2024-06-30,W05,Indore,Central,P030,P030-06-W05,2023-10-01,2026-10-01,505,99,604,0,0,737,3,0,0
I001255,2024-06-30,W05,Indore,Central,P031,P031-06-W05,2024-01-01,2027-01-01,2459,824,1528,9,1746,541,0,0,102088.62
I001256,2024-06-30,W05,Indore,Central,P032,P032-06-W05,2023-10-01,2026-04-01,1054,415,1469,0,0,979,8,0,0
I001257,2024-06-30,W05,Indore,Central,P033,P033-06-W05,2024-01-01,2026-07-01,1278,961,906,8,1325,759,0,0,93054.75
I001258,2024-06-30,W05,Indore,Central,P034,P034-06-W05,2023-04-01,2024-10-01,1752,154,1906,0,0,853,6,0,0
I001259,2024-06-30,W05,Indore,Central,P035,P035-06-W05,2023-04-01,2025-10-01,1791,803,1187,9,1398,650,0,0,124449.96
I001260,2024-06-30,W05,Indore,Central,P036,P036-06-W05,2023-10-01,2025-04-01,599,762,1361,0,0,949,1,0,0
I001261,2024-06-30,W06,Hyderabad,South,P001,P001-06-W06,2023-07-01,2026-07-01,1395,1489,1445,10,1429,642,0,0,29908.97
I001262,2024-06-30,W06,Hyderabad,South,P002,P002-06-W06,2023-07-01,2026-07-01,958,923,461,2,1418,820,0,0,34443.22
I001263,2024-06-30,W06,Hyderabad,South,P003,P003-06-W06,2023-10-01,2025-10-01,1470,34,1504,0,0,582,4,0,0
I001264,2024-06-30,W06,Hyderabad,South,P004,P004-06-W06,2024-01-01,2025-07-01,668,237,905,0,0,681,9,0,0
I001265,2024-06-30,W06,Hyderabad,South,P005,P005-06-W06,2024-01-01,2026-07-01,835,280,1115,0,0,627,11,0,0
I001266,2024-06-30,W06,Hyderabad,South,P006,P006-06-W06,2023-04-01,2024-10-01,796,999,1664,7,124,665,0,0,7195.72
I001267,2024-06-30,W06,Hyderabad,South,P007,P007-06-W06,2023-07-01,2025-01-01,2224,1089,491,15,2807,694,0,0,176560.3
I001268,2024-06-30,W06,Hyderabad,South,P008,P008-06-W06,2023-04-01,2025-10-01,1714,279,1666,7,320,561,0,0,20505.6
I001269,2024-06-30,W06,Hyderabad,South,P009,P009-06-W06,2023-07-01,2025-01-01,722,1157,1026,10,843,943,0,0,54516.81
I001270,2024-06-30,W06,Hyderabad,South,P010,P010-06-W06,2023-07-01,2026-07-01,1552,608,1410,8,742,977,0,0,54900.58
I001271,2024-06-30,W06,Hyderabad,South,P011,P011-06-W06,2024-01-01,2026-07-01,2392,168,856,9,1695,660,0,0,160380.9
I001272,2024-06-30,W06,Hyderabad,South,P012,P012-06-W06,2024-01-01,2027-01-01,832,1107,516,9,1414,905,0,0,314190.8
I001273,2024-06-30,W06,Hyderabad,South,P013,P013-06-W06,2023-07-01,2025-01-01,744,1272,1319,1,696,605,0,0,18959.04
I001274,2024-06-30,W06,Hyderabad,South,P014,P014-06-W06,2023-04-01,2024-10-01,2550,351,948,11,1942,834,0,0,49210.28
I001275,2024-06-30,W06,Hyderabad,South,P015,P015-06-W06,2024-01-01,2027-01-01,1537,658,1282,8,905,996,0,0,25702
I001276,2024-06-30,W06,Hyderabad,South,P016,P016-06-W06,2023-10-01,2026-04-01,841,1306,1672,2,473,686,0,0,22912.12
I001277,2024-06-30,W06,Hyderabad,South,P017,P017-06-W06,2024-01-01,2026-07-01,534,428,962,0,0,643,13,0,0
I001278,2024-06-30,W06,Hyderabad,South,P018,P018-06-W06,2024-01-01,2026-07-01,2494,171,814,14,1837,925,0,0,125595.69
I001279,2024-06-30,W06,Hyderabad,South,P019,P019-06-W06,2023-04-01,2025-04-01,1501,1376,1923,5,949,766,0,0,65879.58
I001280,2024-06-30,W06,Hyderabad,South,P020,P020-06-W06,2023-10-01,2025-04-01,1704,246,839,7,1104,709,0,0,62133.12
I001281,2024-06-30,W06,Hyderabad,South,P021,P021-06-W06,2023-04-01,2025-04-01,2563,746,1615,13,1681,777,0,0,122242.32
I001282,2024-06-30,W06,Hyderabad,South,P022,P022-06-W06,2023-04-01,2024-10-01,1575,1401,1354,0,1622,557,0,0,126126.72
I001283,2024-06-30,W06,Hyderabad,South,P023,P023-06-W06,2023-10-01,2026-04-01,743,1446,532,16,1641,611,0,0,153499.14
I001284,2024-06-30,W06,Hyderabad,South,P024,P024-06-W06,2023-04-01,2025-04-01,2082,264,703,6,1637,737,0,0,354508.72
I001285,2024-06-30,W06,Hyderabad,South,P025,P025-06-W06,2023-04-01,2024-10-01,2529,548,1284,0,1793,824,0,0,27719.78
I001286,2024-06-30,W06,Hyderabad,South,P026,P026-06-W06,2023-04-01,2024-10-01,1912,1121,1238,3,1792,768,0,0,45839.36
I001287,2024-06-30,W06,Hyderabad,South,P027,P027-06-W06,2023-07-01,2025-01-01,469,1474,1869,14,60,619,0,0,2063.4
I001288,2024-06-30,W06,Hyderabad,South,P028,P028-06-W06,2023-04-01,2025-10-01,2194,444,1024,1,1613,555,0,0,71875.28
I001289,2024-06-30,W06,Hyderabad,South,P029,P029-06-W06,2024-01-01,2027-01-01,2596,915,1562,14,1935,725,0,0,124710.75
I001290,2024-06-30,W06,Hyderabad,South,P030,P030-06-W06,2023-10-01,2026-10-01,899,548,1447,0,0,687,7,0,0
I001291,2024-06-30,W06,Hyderabad,South,P031,P031-06-W06,2023-10-01,2026-10-01,663,612,621,2,652,902,0,0,38122.44
I001292,2024-06-30,W06,Hyderabad,South,P032,P032-06-W06,2023-10-01,2026-04-01,863,249,1112,0,0,877,4,0,0
I001293,2024-06-30,W06,Hyderabad,South,P033,P033-06-W06,2023-04-01,2025-10-01,1737,667,1369,7,1028,630,0,0,72196.44
I001294,2024-06-30,W06,Hyderabad,South,P034,P034-06-W06,2023-07-01,2025-01-01,1463,848,1306,5,1000,585,0,0,66150
I001295,2024-06-30,W06,Hyderabad,South,P035,P035-06-W06,2023-10-01,2026-04-01,2245,1172,1489,5,1923,552,0,0,171185.46
I001296,2024-06-30,W06,Hyderabad,South,P036,P036-06-W06,2023-04-01,2024-10-01,1042,1165,836,5,1366,871,0,0,309931.74
I001297,2024-07-31,W01,Delhi,North,P001,P001-07-W01,2023-08-01,2026-08-01,2471,700,1221,11,1939,591,0,0,40583.27
I001298,2024-07-31,W01,Delhi,North,P002,P002-07-W01,2024-02-01,2027-02-01,2301,726,1898,6,1123,602,0,0,27277.67
I001299,2024-07-31,W01,Delhi,North,P003,P003-07-W01,2023-08-01,2025-08-01,878,1363,891,13,1337,934,0,0,51822.12
I001300,2024-07-31,W01,Delhi,North,P004,P004-07-W01,2023-11-01,2025-05-01,656,351,1007,0,0,745,3,0,0
I001301,2024-07-31,W01,Delhi,North,P005,P005-07-W01,2024-02-01,2026-08-01,1331,1142,672,8,1793,804,0,0,81617.36
I001302,2024-07-31,W01,Delhi,North,P006,P006-07-W01,2023-05-01,2024-11-01,1269,486,1755,0,0,550,5,0,0
I001303,2024-07-31,W01,Delhi,North,P007,P007-07-W01,2024-02-01,2025-08-01,547,198,745,0,0,983,4,0,0
I001304,2024-07-31,W01,Delhi,North,P008,P008-07-W01,2024-02-01,2026-08-01,2333,1127,1827,1,1632,696,0,0,104578.56
I001305,2024-07-31,W01,Delhi,North,P009,P009-07-W01,2024-02-01,2025-08-01,505,617,1122,0,0,701,2,0,0
I001306,2024-07-31,W01,Delhi,North,P010,P010-07-W01,2024-02-01,2027-02-01,898,158,1056,0,0,878,1,0,0
I001307,2024-07-31,W01,Delhi,North,P011,P011-07-W01,2024-02-01,2026-08-01,1780,1262,1010,9,2023,942,0,0,191416.26
I001308,2024-07-31,W01,Delhi,North,P012,P012-07-W01,2023-11-01,2026-11-01,1352,1366,971,3,1744,743,0,0,387516.8
I001309,2024-07-31,W01,Delhi,North,P013,P013-07-W01,2023-08-01,2025-02-01,561,1316,1425,8,444,595,0,0,12094.56
I001310,2024-07-31,W01,Delhi,North,P014,P014-07-W01,2023-11-01,2025-05-01,1414,1434,626,12,2210,938,0,0,56001.4
I001311,2024-07-31,W01,Delhi,North,P015,P015-07-W01,2023-08-01,2026-08-01,2256,642,1946,1,951,584,0,0,27008.4
I001312,2024-07-31,W01,Delhi,North,P016,P016-07-W01,2024-02-01,2026-08-01,504,748,497,11,744,671,0,0,36039.36
I001313,2024-07-31,W01,Delhi,North,P017,P017-07-W01,2023-08-01,2026-02-01,1132,1199,1137,1,1193,935,0,0,58719.46
I001314,2024-07-31,W01,Delhi,North,P018,P018-07-W01,2024-02-01,2026-08-01,1953,1193,1159,6,1981,938,0,0,135440.97
I001315,2024-07-31,W01,Delhi,North,P019,P019-07-W01,2023-05-01,2025-05-01,994,636,839,8,783,523,0,0,54355.86
I001316,2024-07-31,W01,Delhi,North,P020,P020-07-W01,2023-08-01,2025-02-01,1996,1227,1062,9,2152,837,0,0,121114.56
I001317,2024-07-31,W01,Delhi,North,P021,P021-07-W01,2023-08-01,2025-08-01,1617,1126,1206,16,1521,631,0,0,110607.12
I001318,2024-07-31,W01,Delhi,North,P022,P022-07-W01,2024-02-01,2025-08-01,915,1230,1431,12,702,628,0,0,54587.52
I001319,2024-07-31,W01,Delhi,North,P023,P023-07-W01,2023-08-01,2026-02-01,849,269,1118,0,0,948,8,0,0
I001320,2024-07-31,W01,Delhi,North,P024,P024-07-W01,2023-11-01,2025-11-01,607,992,686,10,903,553,0,0,195553.68
I001321,2024-07-31,W01,Delhi,North,P025,P025-07-W01,2023-05-01,2024-11-01,1796,853,1176,13,1460,632,0,0,22571.6
I001322,2024-07-31,W01,Delhi,North,P026,P026-07-W01,2023-11-01,2025-05-01,1819,423,1199,13,1030,807,0,0,26347.4
I001323,2024-07-31,W01,Delhi,North,P027,P027-07-W01,2023-08-01,2025-02-01,1822,1011,1629,14,1190,702,0,0,40924.1
I001324,2024-07-31,W01,Delhi,North,P028,P028-07-W01,2023-08-01,2026-02-01,2090,1149,1636,7,1596,865,0,0,71117.76
I001325,2024-07-31,W01,Delhi,North,P029,P029-07-W01,2024-02-01,2027-02-01,507,42,549,0,0,663,10,0,0
I001326,2024-07-31,W01,Delhi,North,P030,P030-07-W01,2023-08-01,2026-08-01,872,360,1232,0,0,711,8,0,0
I001327,2024-07-31,W01,Delhi,North,P031,P031-07-W01,2023-08-01,2026-08-01,2351,306,690,6,1961,639,0,0,114659.67
I001328,2024-07-31,W01,Delhi,North,P032,P032-07-W01,2023-05-01,2025-11-01,1133,1011,1597,1,546,728,0,0,28200.9
I001329,2024-07-31,W01,Delhi,North,P033,P033-07-W01,2024-02-01,2026-08-01,2229,362,1081,15,1495,994,0,0,104993.85
I001330,2024-07-31,W01,Delhi,North,P034,P034-07-W01,2023-08-01,2025-02-01,718,618,1129,5,202,715,0,0,13362.3
I001331,2024-07-31,W01,Delhi,North,P035,P035-07-W01,2023-08-01,2026-02-01,1811,53,925,14,925,824,0,0,82343.5
I001332,2024-07-31,W01,Delhi,North,P036,P036-07-W01,2023-05-01,2024-11-01,950,340,740,11,539,835,0,0,122293.71
I001333,2024-07-31,W02,Mumbai,West,P001,P001-07-W02,2024-02-01,2027-02-01,2020,565,1672,10,903,845,0,0,18899.79
I001334,2024-07-31,W02,Mumbai,West,P002,P002-07-W02,2023-11-01,2026-11-01,2257,1269,1891,9,1626,800,0,0,39495.54
I001335,2024-07-31,W02,Mumbai,West,P003,P003-07-W02,2023-08-01,2025-08-01,979,1264,1308,3,932,949,0,0,36124.32
I001336,2024-07-31,W02,Mumbai,West,P004,P004-07-W02,2023-05-01,2024-11-01,2440,1059,1889,12,1598,820,0,0,57176.44
I001337,2024-07-31,W02,Mumbai,West,P005,P005-07-W02,2023-08-01,2026-02-01,807,927,747,5,982,934,0,0,44700.64
I001338,2024-07-31,W02,Mumbai,West,P006,P006-07-W02,2023-11-01,2025-05-01,1872,119,1670,3,318,636,0,0,18453.54
I001339,2024-07-31,W02,Mumbai,West,P007,P007-07-W02,2023-05-01,2024-11-01,1654,615,1491,8,770,627,0,0,48433
I001340,2024-07-31,W02,Mumbai,West,P008,P008-07-W02,2024-02-01,2026-08-01,1076,1010,1801,7,278,786,0,0,17814.24
I001341,2024-07-31,W02,Mumbai,West,P009,P009-07-W02,2024-02-01,2025-08-01,1644,1156,785,14,2001,509,0,0,129404.67
I001342,2024-07-31,W02,Mumbai,West,P010,P010-07-W02,2023-11-01,2026-11-01,824,928,1752,0,0,809,11,0,0
I001343,2024-07-31,W02,Mumbai,West,P011,P011-07-W02,2023-05-01,2025-11-01,1195,751,1745,3,198,671,0,0,18734.76
I001344,2024-07-31,W02,Mumbai,West,P012,P012-07-W02,2024-02-01,2027-02-01,449,743,1192,0,0,800,13,0,0
I001345,2024-07-31,W02,Mumbai,West,P013,P013-07-W02,2023-08-01,2025-02-01,2556,354,1680,13,1217,546,0,0,33151.08
I001346,2024-07-31,W02,Mumbai,West,P014,P014-07-W02,2023-11-01,2025-05-01,1564,1484,1470,6,1572,598,0,0,39834.48
I001347,2024-07-31,W02,Mumbai,West,P015,P015-07-W02,2023-11-01,2026-11-01,743,139,802,11,69,875,0,0,1959.6
I001348,2024-07-31,W02,Mumbai,West,P016,P016-07-W02,2023-05-01,2025-11-01,1334,1299,768,4,1861,908,0,0,90146.84
I001349,2024-07-31,W02,Mumbai,West,P017,P017-07-W02,2023-08-01,2026-02-01,1736,305,1788,7,246,655,0,0,12108.12
I001350,2024-07-31,W02,Mumbai,West,P018,P018-07-W02,2023-11-01,2026-05-01,1206,353,1549,10,0,760,10,0,0
I001351,2024-07-31,W02,Mumbai,West,P019,P019-07-W02,2023-05-01,2025-05-01,1702,1030,1631,10,1091,860,0,0,75737.22
I001352,2024-07-31,W02,Mumbai,West,P020,P020-07-W02,2023-05-01,2024-11-01,2052,1375,1516,12,1899,962,0,0,106875.72
I001353,2024-07-31,W02,Mumbai,West,P021,P021-07-W02,2023-08-01,2025-08-01,2333,1207,1271,9,2260,752,0,0,164347.2
I001354,2024-07-31,W02,Mumbai,West,P022,P022-07-W02,2023-11-01,2025-05-01,956,919,1753,4,118,725,0,0,9175.68
I001355,2024-07-31,W02,Mumbai,West,P023,P023-07-W02,2024-02-01,2026-08-01,1127,33,1160,0,0,835,11,0,0
I001356,2024-07-31,W02,Mumbai,West,P024,P024-07-W02,2023-05-01,2025-05-01,2553,387,1598,9,1333,641,0,0,288674.48
I001357,2024-07-31,W02,Mumbai,West,P025,P025-07-W02,2023-08-01,2025-02-01,2169,835,547,9,2448,747,0,0,37846.08
I001358,2024-07-31,W02,Mumbai,West,P026,P026-07-W02,2023-05-01,2024-11-01,2019,1155,1270,6,1898,987,0,0,48550.84
I001359,2024-07-31,W02,Mumbai,West,P027,P027-07-W02,2023-05-01,2024-11-01,853,467,1320,0,0,797,6,0,0
I001360,2024-07-31,W02,Mumbai,West,P028,P028-07-W02,2024-02-01,2026-08-01,1858,775,460,15,2158,593,0,0,96160.48
I001361,2024-07-31,W02,Mumbai,West,P029,P029-07-W02,2023-05-01,2026-05-01,2555,1129,1823,5,1856,723,0,0,119619.2
I001362,2024-07-31,W02,Mumbai,West,P030,P030-07-W02,2023-05-01,2026-05-01,2349,573,1680,6,1236,711,0,0,77101.68
I001363,2024-07-31,W02,Mumbai,West,P031,P031-07-W02,2023-08-01,2026-08-01,716,1017,512,14,1207,864,0,0,70573.29
I001364,2024-07-31,W02,Mumbai,West,P032,P032-07-W02,2024-02-01,2026-08-01,2216,864,804,4,2272,733,0,0,117348.8
I001365,2024-07-31,W02,Mumbai,West,P033,P033-07-W02,2023-05-01,2025-11-01,799,896,1695,0,0,663,3,0,0
I001366,2024-07-31,W02,Mumbai,West,P034,P034-07-W02,2023-11-01,2025-05-01,2515,887,1734,1,1667,868,0,0,110272.05
I001367,2024-07-31,W02,Mumbai,West,P035,P035-07-W02,2023-08-01,2026-02-01,1911,1081,1004,11,1977,947,0,0,175992.54
I001368,2024-07-31,W02,Mumbai,West,P036,P036-07-W02,2023-08-01,2025-02-01,944,1108,1051,9,992,737,0,0,225074.88
I001369,2024-07-31,W03,Bengaluru,South,P001,P001-07-W03,2023-11-01,2026-11-01,1257,1486,726,1,2016,883,0,0,42194.88
I001370,2024-07-31,W03,Bengaluru,South,P002,P002-07-W03,2023-08-01,2026-08-01,1181,316,895,13,589,652,0,0,14306.81
I001371,2024-07-31,W03,Bengaluru,South,P003,P003-07-W03,2023-05-01,2025-05-01,2098,144,950,3,1289,874,0,0,49961.64
I001372,2024-07-31,W03,Bengaluru,South,P004,P004-07-W03,2023-05-01,2024-11-01,893,91,984,0,0,767,10,0,0
I001373,2024-07-31,W03,Bengaluru,South,P005,P005-07-W03,2023-05-01,2025-11-01,941,1346,877,1,1409,512,0,0,64137.68
I001374,2024-07-31,W03,Bengaluru,South,P006,P006-07-W03,2024-02-01,2025-08-01,1804,1206,777,6,2227,834,0,0,129232.81
I001375,2024-07-31,W03,Bengaluru,South,P007,P007-07-W03,2024-02-01,2025-08-01,1179,1171,830,1,1519,595,0,0,95545.1
I001376,2024-07-31,W03,Bengaluru,South,P008,P008-07-W03,2023-08-01,2026-02-01,2313,1124,1169,10,2258,883,0,0,144692.64
I001377,2024-07-31,W03,Bengaluru,South,P009,P009-07-W03,2023-08-01,2025-02-01,1982,1234,1836,1,1379,656,0,0,89179.93
I001378,2024-07-31,W03,Bengaluru,South,P010,P010-07-W03,2023-11-01,2026-11-01,547,635,1182,0,0,678,2,0,0
I001379,2024-07-31,W03,Bengaluru,South,P011,P011-07-W03,2023-08-01,2026-02-01,1926,998,664,1,2259,721,0,0,213746.58
I001380,2024-07-31,W03,Bengaluru,South,P012,P012-07-W03,2024-02-01,2027-02-01,1201,897,538,8,1552,798,0,0,344854.4
I001381,2024-07-31,W03,Bengaluru,South,P013,P013-07-W03,2023-05-01,2024-11-01,1670,765,1088,10,1337,940,0,0,36419.88
I001382,2024-07-31,W03,Bengaluru,South,P014,P014-07-W03,2023-11-01,2025-05-01,976,389,1051,3,311,920,0,0,7880.74
I001383,2024-07-31,W03,Bengaluru,South,P015,P015-07-W03,2023-08-01,2026-08-01,2295,262,1136,15,1406,645,0,0,39930.4
I001384,2024-07-31,W03,Bengaluru,South,P016,P016-07-W03,2023-05-01,2025-11-01,1043,500,1531,4,8,687,0,0,387.52
I001385,2024-07-31,W03,Bengaluru,South,P017,P017-07-W03,2024-02-01,2026-08-01,1120,262,636,5,741,950,0,0,36472.02
I001386,2024-07-31,W03,Bengaluru,South,P018,P018-07-W03,2023-08-01,2026-02-01,2399,1024,2321,2,1100,930,0,0,75207
I001387,2024-07-31,W03,Bengaluru,South,P019,P019-07-W03,2023-05-01,2025-05-01,1655,662,928,6,1383,827,0,0,96007.86
I001388,2024-07-31,W03,Bengaluru,South,P020,P020-07-W03,2024-02-01,2025-08-01,2486,1361,1875,3,1969,840,0,0,110815.32
I001389,2024-07-31,W03,Bengaluru,South,P021,P021-07-W03,2023-11-01,2025-11-01,1795,379,1115,2,1057,973,0,0,76865.04
I001390,2024-07-31,W03,Bengaluru,South,P022,P022-07-W03,2024-02-01,2025-08-01,771,1059,1830,0,0,955,2,0,0
I001391,2024-07-31,W03,Bengaluru,South,P023,P023-07-W03,2023-08-01,2026-02-01,1518,210,739,7,982,778,0,0,91856.28
I001392,2024-07-31,W03,Bengaluru,South,P024,P024-07-W03,2024-02-01,2026-02-01,2511,1263,619,1,3154,993,0,0,683030.24
I001393,2024-07-31,W03,Bengaluru,South,P025,P025-07-W03,2024-02-01,2025-08-01,1855,534,1146,1,1242,555,0,0,19201.32
I001394,2024-07-31,W03,Bengaluru,South,P026,P026-07-W03,2024-02-01,2025-08-01,1397,541,739,13,1186,865,0,0,30337.88
I001395,2024-07-31,W03,Bengaluru,South,P027,P027-07-W03,2023-08-01,2025-02-01,2250,1353,1775,15,1813,815,0,0,62349.07
I001396,2024-07-31,W03,Bengaluru,South,P028,P028-07-W03,2023-05-01,2025-11-01,1313,788,1547,10,544,936,0,0,24240.64
I001397,2024-07-31,W03,Bengaluru,South,P029,P029-07-W03,2023-11-01,2026-11-01,2533,772,1086,6,2213,958,0,0,142627.85
I001398,2024-07-31,W03,Bengaluru,South,P030,P030-07-W03,2023-11-01,2026-11-01,1031,162,813,15,365,555,0,0,22768.7
I001399,2024-07-31,W03,Bengaluru,South,P031,P031-07-W03,2023-05-01,2026-05-01,2433,1416,1610,1,2238,699,0,0,130855.86
I001400,2024-07-31,W03,Bengaluru,South,P032,P032-07-W03,2023-05-01,2025-11-01,1297,333,1110,10,510,922,0,0,26341.5
I001401,2024-07-31,W03,Bengaluru,South,P033,P033-07-W03,2024-02-01,2026-08-01,458,1371,978,2,849,555,0,0,59625.27
I001402,2024-07-31,W03,Bengaluru,South,P034,P034-07-W03,2023-08-01,2025-02-01,1541,336,1587,2,288,777,0,0,19051.2
I001403,2024-07-31,W03,Bengaluru,South,P035,P035-07-W03,2023-08-01,2026-02-01,1337,115,1238,13,201,762,0,0,17893.02
I001404,2024-07-31,W03,Bengaluru,South,P036,P036-07-W03,2023-05-01,2024-11-01,1006,181,1187,0,0,537,3,0,0
I001405,2024-07-31,W04,Kolkata,East,P001,P001-07-W04,2024-02-01,2027-02-01,1092,335,948,14,465,599,0,0,9732.45
I001406,2024-07-31,W04,Kolkata,East,P002,P002-07-W04,2023-05-01,2026-05-01,2551,246,797,15,1985,963,0,0,48215.65
I001407,2024-07-31,W04,Kolkata,East,P003,P003-07-W04,2023-08-01,2025-08-01,2595,851,1783,9,1654,628,0,0,64109.04
I001408,2024-07-31,W04,Kolkata,East,P004,P004-07-W04,2023-05-01,2024-11-01,532,1104,1135,2,499,658,0,0,17854.22
I001409,2024-07-31,W04,Kolkata,East,P005,P005-07-W04,2023-05-01,2025-11-01,544,1163,1707,0,0,871,9,0,0
I001410,2024-07-31,W04,Kolkata,East,P006,P006-07-W04,2024-02-01,2025-08-01,431,1097,873,12,643,590,0,0,37313.29
I001411,2024-07-31,W04,Kolkata,East,P007,P007-07-W04,2024-02-01,2025-08-01,1764,852,784,2,1830,686,0,0,115107
I001412,2024-07-31,W04,Kolkata,East,P008,P008-07-W04,2024-02-01,2026-08-01,1400,853,593,9,1651,699,0,0,105796.08
I001413,2024-07-31,W04,Kolkata,East,P009,P009-07-W04,2023-11-01,2025-05-01,629,690,1130,10,179,795,0,0,11575.93
I001414,2024-07-31,W04,Kolkata,East,P010,P010-07-W04,2024-02-01,2027-02-01,615,188,803,0,0,509,4,0,0
I001415,2024-07-31,W04,Kolkata,East,P011,P011-07-W04,2024-02-01,2026-08-01,1357,1187,1707,1,836,740,0,0,79102.32
I001416,2024-07-31,W04,Kolkata,East,P012,P012-07-W04,2023-11-01,2026-11-01,1108,49,1157,0,0,560,8,0,0
I001417,2024-07-31,W04,Kolkata,East,P013,P013-07-W04,2023-05-01,2024-11-01,438,1357,1682,3,110,692,0,0,2996.4
I001418,2024-07-31,W04,Kolkata,East,P014,P014-07-W04,2023-08-01,2025-02-01,1721,1100,1501,6,1314,829,0,0,33296.76
I001419,2024-07-31,W04,Kolkata,East,P015,P015-07-W04,2023-05-01,2026-05-01,1853,715,453,7,2108,881,0,0,59867.2
I001420,2024-07-31,W04,Kolkata,East,P016,P016-07-W04,2024-02-01,2026-08-01,662,1434,1303,14,779,865,0,0,37734.76
I001421,2024-07-31,W04,Kolkata,East,P017,P017-07-W04,2023-08-01,2026-02-01,1619,1465,1403,14,1667,826,0,0,82049.74
I001422,2024-07-31,W04,Kolkata,East,P018,P018-07-W04,2024-02-01,2026-08-01,2506,1439,2364,6,1575,552,0,0,107682.75
I001423,2024-07-31,W04,Kolkata,East,P019,P019-07-W04,2024-02-01,2026-02-01,420,558,978,0,0,559,3,0,0
I001424,2024-07-31,W04,Kolkata,East,P020,P020-07-W04,2023-08-01,2025-02-01,1909,1416,1617,5,1703,912,0,0,95844.84
I001425,2024-07-31,W04,Kolkata,East,P021,P021-07-W04,2023-05-01,2025-05-01,610,1216,1216,11,599,797,0,0,43559.28
I001426,2024-07-31,W04,Kolkata,East,P022,P022-07-W04,2024-02-01,2025-08-01,1702,567,1325,15,929,533,0,0,72239.04
I001427,2024-07-31,W04,Kolkata,East,P023,P023-07-W04,2023-05-01,2025-11-01,2534,849,1024,9,2350,796,0,0,219819
I001428,2024-07-31,W04,Kolkata,East,P024,P024-07-W04,2023-05-01,2025-05-01,1095,10,1081,5,19,922,0,0,4114.64
I001429,2024-07-31,W04,Kolkata,East,P025,P025-07-W04,2024-02-01,2025-08-01,941,25,966,0,0,820,13,0,0
I001430,2024-07-31,W04,Kolkata,East,P026,P026-07-W04,2024-02-01,2025-08-01,2108,459,1084,11,1472,891,0,0,37653.76
I001431,2024-07-31,W04,Kolkata,East,P027,P027-07-W04,2023-08-01,2025-02-01,2086,1237,1457,7,1859,963,0,0,63931.01
I001432,2024-07-31,W04,Kolkata,East,P028,P028-07-W04,2023-11-01,2026-05-01,549,842,484,5,902,591,0,0,40193.12
I001433,2024-07-31,W04,Kolkata,East,P029,P029-07-W04,2023-08-01,2026-08-01,2543,641,1291,3,1890,550,0,0,121810.5
I001434,2024-07-31,W04,Kolkata,East,P030,P030-07-W04,2023-08-01,2026-08-01,1701,717,1331,1,1086,938,0,0,67744.68
I001435,2024-07-31,W04,Kolkata,East,P031,P031-07-W04,2023-11-01,2026-11-01,958,964,832,2,1088,833,0,0,63615.36
I001436,2024-07-31,W04,Kolkata,East,P032,P032-07-W04,2023-08-01,2026-02-01,1962,101,622,1,1440,555,0,0,74376
I001437,2024-07-31,W04,Kolkata,East,P033,P033-07-W04,2024-02-01,2026-08-01,2050,1460,794,11,2705,771,0,0,189972.15
I001438,2024-07-31,W04,Kolkata,East,P034,P034-07-W04,2024-02-01,2025-08-01,934,785,1173,15,531,684,0,0,35125.65
I001439,2024-07-31,W04,Kolkata,East,P035,P035-07-W04,2023-08-01,2026-02-01,518,106,624,0,0,763,2,0,0
I001440,2024-07-31,W04,Kolkata,East,P036,P036-07-W04,2023-05-01,2024-11-01,963,1208,1307,3,861,689,0,0,195352.29
I001441,2024-07-31,W05,Indore,Central,P001,P001-07-W05,2023-05-01,2026-05-01,2424,935,1225,2,2132,541,0,0,44622.76
